Machine_ID,Machine_Type,Runtime,Temperature,Vibration,Pressure,Power_Consumption,Maintenance_History,Downtime,Failures,Remaining_Useful_Life,Ambient_Temperature
3,Filling,1250.187685,80.71615674,2.081546462,14.30108175,181.219524,0,0,0,517.1672224,34.6475044
7,Filling,6200.915002,76.39515414,3.400605031,27.32072473,394.7036361,0,0,0,690.2172937,32.59067184
1,Filling,4494.174312,81.02908964,1.118369749,18.58079491,435.3646891,1,2.329076067,0,786.6455868,39.34873302
4,Packaging,1961.3556,88.07065133,0.794666218,27.18164702,337.4950985,0,0,1,176.8821217,26.43941915
4,Packaging,6566.05366,79.97021209,4.421939063,49.64192691,146.2697849,0,0,1,401.7170613,35.73200384
5,Sealing,1569.983512,67.95274206,3.788307061,32.96488375,225.1429425,0,0,0,954.5419184,22.40917909
7,Filling,5587.576988,77.11680155,1.928746794,37.74400891,290.2058604,0,0,0,893.5714761,31.25165395
7,Packaging,5318.768978,73.2697321,2.770601013,37.1171369,370.8649566,0,0,0,610.1005489,29.33581544
4,Filling,7368.855232,76.69257393,1.11084883,42.82803345,228.1308431,0,0,0,742.8060894,36.76398899
7,Packaging,645.5854354,75.52831432,3.682221323,47.76514396,436.1164205,0,0,0,696.8058049,34.03206464
3,Filling,8889.942025,85.76325856,0.816487664,36.35272393,248.7159165,0,0,0,883.1003164,23.8863076
6,Packaging,7059.618089,79.5540031,3.906648756,29.04378579,117.1345392,1,7.708119468,1,183.5264549,39.67768928
2,Sealing,2239.647384,65.66275434,2.960764296,22.71323786,417.5977667,0,0,0,643.4138792,36.46286693
10,Sealing,1915.712951,61.89050337,1.754827385,24.410972,357.6892678,0,0,1,275.9741366,27.09260778
9,Filling,4373.43612,72.73091366,4.381584593,23.37922432,420.7825979,0,0,1,208.4521237,36.5206051
5,Packaging,8193.896762,60.46831867,4.937323417,22.97861965,239.5559253,0,0,0,524.9764856,39.13821285
6,Packaging,8445.204932,69.54892158,1.644570955,37.78500018,107.0520769,1,3.522695803,1,219.6320969,37.80563879
4,Filling,5252.515312,71.04064408,4.128107673,33.5083612,129.5011695,0,0,0,899.9819763,31.12419986
10,Packaging,8622.027541,71.26766622,3.875748424,18.0798018,144.7203123,0,0,0,771.383222,31.54295656
7,Filling,153.892721,89.38050073,3.862355545,48.78504077,422.0590313,0,0,0,889.3252459,22.13197559
9,Packaging,448.2288522,69.11702631,4.807560252,27.10902061,220.5739017,0,0,0,918.17899,23.29413054
7,Filling,9127.033777,67.95682486,2.689776915,32.64345604,499.1594038,0,0,0,746.917658,39.65217277
1,Packaging,7775.786106,63.88142793,3.533756183,38.10403867,403.3553586,1,8.854279211,0,720.0358407,35.39580342
1,Filling,4561.989977,75.33026507,4.207448136,34.54709507,340.4619812,0,0,0,918.8517355,20.51014005
9,Packaging,7560.740302,64.61022919,2.657914003,22.44207076,493.4477648,0,0,0,929.8359974,30.95085597
9,Sealing,9560.830671,78.48884138,2.666440413,41.90826294,226.5236753,0,0,0,561.8137628,26.90593727
4,Packaging,7743.686286,64.65479337,1.933946393,14.40614558,166.2462276,1,9.149119644,0,953.9210436,26.23025898
9,Filling,8439.476205,77.30019953,4.013715708,32.75983339,394.9091879,0,0,0,638.3969851,31.13207588
3,Sealing,7630.005156,84.78807718,3.587881009,20.93268892,211.2333515,0,0,0,833.5836982,26.40301627
7,Packaging,1765.289815,61.27573901,2.530129548,34.63049471,484.4147712,0,0,0,854.6552244,25.0310909
6,Sealing,8352.383685,72.59240925,2.387014958,18.71973924,495.2277249,0,0,0,639.8618146,38.75631814
8,Packaging,2031.577318,73.83146902,0.826653394,40.88798621,470.561758,0,0,0,652.0880385,20.7971441
9,Sealing,8936.852148,83.7321643,0.529255161,19.10145325,477.9047052,1,8.604352752,0,853.1503348,28.72342006
5,Filling,4640.633991,74.03746896,2.880022849,45.6156854,346.261927,0,0,0,587.5379911,30.22372212
1,Packaging,6802.069848,77.02607359,2.378717836,44.46219619,376.8474598,0,0,0,929.2066678,28.79903577
3,Packaging,5022.684394,83.73612761,4.08216542,24.49573808,137.6984631,0,0,0,611.4477075,33.14502476
10,Filling,1030.510201,76.79275479,2.941943253,25.43281155,405.2200639,1,8.165510175,0,675.5862294,20.51352038
8,Sealing,2978.150845,70.74898241,4.715177195,38.06013831,180.8253452,0,0,0,633.3292188,37.69996883
6,Filling,9838.945355,62.57526833,1.382633595,13.61494152,436.1304239,0,0,0,622.6489444,30.00424474
8,Filling,9611.076042,81.89746889,4.955676532,13.23677649,484.6127282,0,0,0,989.4331184,31.07348904
9,Sealing,3272.820287,86.1341445,1.840636374,15.45296787,184.9510517,1,6.3594149,0,626.6622359,29.2554217
4,Filling,9963.338362,89.10193611,3.390907881,32.49901342,131.212447,0,0,1,261.8187014,28.89017043
1,Packaging,8470.956835,87.79799642,2.758341711,15.96009219,293.5560557,0,0,0,872.6906955,23.73398811
1,Packaging,6148.499044,83.92253726,2.118093806,21.10469127,416.6197488,0,0,0,520.9872416,30.08791014
10,Packaging,497.2337406,79.30415797,1.126891325,35.8764563,408.256068,0,0,0,940.785993,28.42694468
4,Filling,9024.323612,83.44380437,1.106753682,10.62495111,378.7274023,0,0,0,576.4445686,29.36238898
7,Packaging,5618.549865,72.96251139,3.701776223,17.20946432,428.2783961,0,0,0,794.0328836,20.27661761
2,Packaging,8697.913897,77.84328644,2.199386223,47.19722652,169.995341,0,0,0,820.5640601,22.61786964
3,Packaging,8360.848287,70.46099427,4.825840884,36.54310494,360.7751032,0,0,0,814.7829198,35.26342607
1,Packaging,8346.76153,69.80127645,1.965418189,22.22204457,342.2717264,0,0,0,866.7230601,28.38207966
5,Packaging,7011.921221,82.7007532,4.925856748,11.81213696,161.3726895,0,0,0,965.618779,34.85814019
1,Packaging,2985.009873,73.61798347,1.424404655,33.44195234,265.7708283,0,0,0,963.444017,23.42222522
8,Filling,3427.986552,66.36483789,0.962664738,18.9146524,441.0118877,0,0,0,789.0389968,33.96420611
1,Packaging,3153.845205,66.05814486,1.906563801,48.40701755,488.7207216,0,0,0,684.959374,25.78223296
1,Packaging,298.4553954,85.77517085,4.485131552,37.4784382,366.172071,0,0,0,660.752313,34.10243257
2,Sealing,5867.432201,80.33281483,2.84833375,48.96495545,468.7764168,1,4.145445189,0,943.3436136,21.735675
2,Filling,7018.453337,76.3813822,1.110425477,43.9559559,152.8196922,1,2.359034375,0,926.5643377,26.6728294
6,Filling,8553.273336,72.02816208,1.411245723,29.32109661,490.0242103,0,0,0,647.9109582,22.38712829
7,Filling,1487.63779,72.92452172,1.90067298,36.78252591,113.4025997,0,0,0,576.1748955,32.59288416
5,Filling,5487.413175,61.72305583,3.15575032,42.48428782,310.9037094,1,8.005027143,0,930.5710596,27.85196138
1,Packaging,179.2805927,73.64730435,1.995705229,33.12713927,216.4033318,0,0,0,804.1745837,21.48553853
1,Packaging,1041.427112,83.86364732,3.861743369,12.45950004,425.5636427,0,0,0,656.5694425,30.5273191
3,Sealing,636.6962676,71.6395944,3.273321003,28.81785255,187.0174528,0,0,0,805.3244246,20.49794
2,Sealing,7282.232537,71.50743758,4.432206818,15.22293323,104.6120147,0,0,0,533.0984111,36.3695533
5,Filling,902.4896824,60.47149749,2.754328219,38.59387101,265.8437837,0,0,1,317.0075176,38.76692603
10,Sealing,7192.884517,73.73505788,1.990293863,37.22515663,125.6431991,1,1.722926118,0,772.8940512,36.20141579
6,Sealing,2571.284574,60.76012959,4.983222055,49.71632768,216.0370277,0,0,0,769.5841634,39.0301167
7,Filling,8789.358311,77.11048284,2.100349948,35.15239207,357.4990767,0,0,0,623.3342195,37.94223406
4,Filling,8150.184885,75.20350145,2.428711879,42.0055177,217.8812706,0,0,0,991.0442851,37.89860803
7,Sealing,9582.519153,85.20025497,4.141072514,20.73151404,198.3172909,1,6.946068267,0,706.2183007,24.90880258
8,Packaging,8849.243953,77.45341833,0.898863053,23.60096541,162.1982652,0,0,0,854.2690537,24.6233766
1,Sealing,9339.961249,69.70282066,2.239205477,46.6809701,154.0689096,1,4.2039867,0,629.2284165,36.18846217
6,Sealing,8601.549725,75.48693028,0.88569542,40.20769039,310.3429493,0,0,1,485.0131612,29.82769345
8,Packaging,6964.480816,80.99119067,1.1268764,36.21076699,372.6028092,0,0,0,915.6112909,38.84625105
5,Packaging,1785.565606,62.81891386,0.520883715,20.1611077,281.0932823,0,0,0,924.2987079,37.94517433
4,Filling,2789.904437,78.63222265,0.542949317,37.94311715,149.4412396,1,6.801156562,0,567.629712,37.86356498
2,Filling,2205.996965,87.49878846,2.211295503,45.4705458,359.1025198,0,0,0,677.3349845,26.52239464
6,Sealing,6075.499298,68.97390887,4.141237122,19.2319062,322.8487593,1,5.319365714,0,601.575219,22.65804457
6,Packaging,5085.837386,78.79875285,3.141519623,38.24495792,252.5101821,0,0,1,474.3693874,33.55887774
1,Filling,8684.091972,84.63988351,3.357113199,25.74775814,232.0187509,1,4.178147749,0,876.9306818,28.8115361
9,Sealing,9531.461378,75.35419192,2.836621569,14.75069652,173.2611565,0,0,0,781.6555301,38.67884941
6,Packaging,4108.112907,81.53938602,4.189069149,40.53842706,158.5197835,0,0,1,483.4549652,37.07723814
3,Sealing,5112.870477,69.33031015,4.461704263,16.68547157,235.5086778,0,0,0,957.0773943,38.57658074
4,Filling,9718.011932,69.18175359,4.323833277,20.11585094,116.6524496,0,0,0,651.6377384,31.35732524
4,Filling,2834.765522,80.02752065,4.154594476,41.31768164,274.6509651,0,0,0,506.8375033,30.52455496
3,Packaging,7944.668676,81.16226622,1.322208831,39.68531142,340.6295717,0,0,0,513.1776688,36.94167127
10,Sealing,2329.875033,88.11029099,3.172443014,20.16732264,476.6617101,0,0,0,523.3436524,30.23780066
3,Packaging,6846.455143,66.74515724,3.119734382,47.63858457,350.3312573,0,0,0,564.2404558,38.00057685
3,Filling,2610.794714,74.04652788,2.875748017,18.611409,349.6304187,0,0,0,785.4371277,20.6885673
4,Filling,8848.960549,67.51540419,2.663657552,49.7448886,249.7659222,0,0,0,990.5432475,27.17578984
7,Sealing,5658.631643,62.40276483,0.901267147,39.51599488,153.3268625,1,3.896476098,0,709.9586729,36.69667278
4,Sealing,1940.743045,72.09691584,0.959734553,25.70030762,278.7750613,0,0,0,856.2082515,24.19901245
9,Sealing,2321.254839,71.22242242,4.560267067,15.21396827,339.4705276,0,0,0,896.0885653,27.97933933
1,Packaging,4989.107038,68.1130236,3.335838976,22.82039821,389.6134387,0,0,0,900.6985148,20.20085201
8,Sealing,9619.860053,68.90984673,1.680427465,17.74954046,430.4347096,0,0,0,721.6481232,26.03436225
7,Sealing,7719.457422,70.81235419,1.756851751,34.87358346,202.3712368,0,0,0,774.972996,26.37275962
2,Filling,4934.265464,89.66512898,3.245876742,24.27420613,196.4880301,0,0,0,664.3769638,34.65091604
8,Filling,3443.419531,83.48873298,2.331207386,21.80029045,326.1199452,0,0,0,843.9305065,33.5466507
1,Sealing,5537.758084,62.14203603,2.485958769,40.28532767,326.4060733,0,0,0,691.4337326,28.89914864
9,Sealing,7508.772251,86.17239529,0.772924957,19.22397739,187.1791187,0,0,0,655.5317896,34.57006313
9,Filling,7860.893026,78.99909979,1.124326342,33.4755727,334.9901241,0,0,0,813.6515768,28.56669917
2,Sealing,3313.627101,86.7178128,2.27007692,17.78384371,238.35154,1,8.193585486,0,670.6277182,28.69221555
7,Packaging,7239.476755,70.25129061,3.64858889,38.59194431,355.7259676,0,0,0,703.9997034,32.91108783
10,Packaging,6612.108922,73.93556594,0.716114244,35.00485935,216.4178855,0,0,0,855.4368303,34.45766193
3,Packaging,9595.211691,86.88681172,2.005510068,41.92614061,336.9167168,0,0,1,344.853164,36.93808637
7,Sealing,9317.793876,68.17719408,3.627823784,12.73988299,407.3240165,1,9.924975675,0,717.4008106,35.02805069
10,Filling,7914.855323,87.46502629,4.064228557,18.40421798,492.0635103,0,0,0,761.1000044,33.40630286
9,Sealing,7261.60742,84.85499136,1.355993168,16.17841442,464.4272226,0,0,0,873.1912531,31.22954982
4,Sealing,2813.011738,89.41673823,3.791692094,17.62244961,301.4154989,0,0,0,612.4741804,26.16217234
1,Filling,8475.056035,69.72772761,4.799352623,14.12056317,295.3396333,0,0,0,707.5028696,25.22167679
2,Filling,4332.306467,67.0725954,4.580654675,32.48327606,275.0800024,1,6.517200355,0,905.7285078,36.86502003
1,Filling,2795.181371,69.92600691,4.052192348,33.73725628,111.1002392,0,0,0,947.241536,34.34688503
5,Packaging,3903.191504,88.63949388,3.705470087,43.73959022,166.381799,1,3.233285704,0,822.4522792,33.30823751
5,Sealing,8375.761351,69.99219888,1.558122386,26.70952706,123.6756353,1,3.14406544,0,696.6976901,25.17674805
7,Filling,1571.468834,76.9563546,3.352564522,31.29538852,378.5420339,0,0,1,49.72656114,39.3959519
9,Sealing,4615.971537,72.11037848,3.394732972,49.65216238,265.2938601,0,0,0,589.420995,21.62626044
9,Packaging,4974.340186,71.88660433,2.330695994,31.27380333,125.5079512,1,9.661645306,0,514.6479065,36.765063
3,Packaging,462.6340062,65.8013583,2.718569578,32.94304351,376.2300311,0,0,0,537.3076215,24.21560421
3,Filling,2037.885693,76.11238622,3.623128197,49.8366966,357.7743451,0,0,0,554.0862091,27.84525923
3,Filling,8284.750043,85.48212765,4.784456911,49.76517526,387.9851323,1,1.110910838,0,612.8297484,28.55758886
4,Sealing,8324.597147,61.48455041,1.828877938,26.96121782,339.9336471,0,0,0,730.8628548,33.25402502
8,Filling,2994.90933,86.67679781,1.608634184,35.39787318,164.615824,0,0,0,616.1542034,30.93324725
6,Sealing,8761.482623,79.96418895,3.208131015,29.23210031,124.5569191,1,4.215963335,0,792.5159061,23.72167967
8,Filling,7740.651097,78.50214242,1.088596001,38.82861807,426.8563881,0,0,0,999.1499142,20.60032973
1,Sealing,4237.28409,78.77700699,3.121397737,47.53546085,186.3235996,0,0,0,749.0905472,34.34426754
8,Sealing,7509.22281,68.88809508,0.899831683,22.38637233,317.0116962,0,0,0,878.4276773,30.09845936
4,Sealing,9617.212849,72.45433512,2.707627458,42.75500682,294.0868059,0,0,0,646.2007787,27.23571689
1,Sealing,4643.800209,83.97870018,3.291864686,36.19395731,468.4210162,1,9.199637098,0,981.4398682,25.69078585
